19:04:35.631986 IP 192.168.184.132.netbios-ns > 192.168.184.2.netbios-ns: NBT UDP PACKET(137): REFRESH(8); REQUEST; UNICAST
19:04:37.132259 IP 192.168.184.132.netbios-ns > 192.168.184.2.netbios-ns: NBT UDP PACKET(137): REFRESH(8); REQUEST; UNICAST
19:04:38.630191 IP 192.168.184.132.netbios-ns > 192.168.184.2.netbios-ns: NBT UDP PACKET(137): REFRESH(8); REQUEST; UNICAST
19:04:43.614957 ARP, Request who-has 192.168.184.132 (Broadcast) tell 192.168.184.131, length 46
19:04:43.615679 ARP, Reply 192.168.184.132 is-at 00:0c:29:89:bb:aa (oui Unknown), length 46
19:04:43.818733 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:04:44.819908 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:04:45.819838 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:04:47.822741 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:04:48.822687 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:04:49.821206 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:04:51.451683 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:04:51.822887 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:04:52.610048 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:04:52.820835 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:04:53.449673 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:04:53.821012 ARP, Request who-has 192.168.184.128 tell 192.168.184.131, length 46
19:04:54.451687 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:04:55.616086 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:04:56.449986 ARP, Request who-has 192.168.184.2 tell 192.168.184.1, length 46
19:04:56.825850 IP 192.168.184.131.58477 > 192.168.184.132.imaps: Flags [S], seq 4278299906, win 1024, options [mss 1460], length 0
19:05:59.342752 IP 192.168.184.129.8193 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.342759 IP 192.168.184.131.51574 > 192.168.184.129.497: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.342760 IP 192.168.184.129.5001 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.342761 IP 192.168.184.131.51574 > 192.168.184.129.8254: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.342804 IP 192.168.184.129.497 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.342808 IP 192.168.184.129.8254 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.342809 IP 192.168.184.131.51574 > 192.168.184.129.moira-update: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.342810 IP 192.168.184.131.51574 > 192.168.184.129.2048: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.342847 IP 192.168.184.129.moira-update > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.342851 IP 192.168.184.129.2048 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.342852 IP 192.168.184.131.51574 > 192.168.184.129.1875: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.342853 IP 192.168.184.131.51574 > 192.168.184.129.1102: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.342928 IP 192.168.184.129.1875 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.342935 IP 192.168.184.131.51574 > 192.168.184.129.1046: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.342936 IP 192.168.184.129.1102 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.342937 IP 192.168.184.131.51574 > 192.168.184.129.3000: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.342975 IP 192.168.184.129.1046 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.342979 IP 192.168.184.129.3000 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.342980 IP 192.168.184.131.51574 > 192.168.184.129.999: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.342980 IP 192.168.184.131.51574 > 192.168.184.129.5952: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.343034 IP 192.168.184.131.51574 > 192.168.184.129.4001: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.343039 IP 192.168.184.131.51574 > 192.168.184.129.ingreslock: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.343039 IP 192.168.184.129.999 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.343040 IP 192.168.184.129.5952 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.343094 IP 192.168.184.129.4001 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.343098 IP 192.168.184.129.ingreslock > 192.168.184.131.51574: Flags [S.], seq 848743567, ack 3464968687, win 5840, options [mss 1460], length 0
19:05:59.343099 IP 192.168.184.131.51574 > 192.168.184.129.27353: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.343100 IP 192.168.184.131.51574 > 192.168.184.129.ms-sql-m: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.343153 IP 192.168.184.129.27353 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.343158 IP 192.168.184.129.ms-sql-m > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.343159 IP 192.168.184.131.51574 > 192.168.184.129.ingreslock: Flags [R], seq 3464968687, win 0, length 0
19:05:59.345628 IP 192.168.184.131.51574 > 192.168.184.129.6100: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.345635 IP 192.168.184.131.51574 > 192.168.184.129.1071: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.345672 IP 192.168.184.131.51574 > 192.168.184.129.3659: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.345676 IP 192.168.184.131.51574 > 192.168.184.129.10002: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.345700 IP 192.168.184.131.51574 > 192.168.184.129.tproxy: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.345703 IP 192.168.184.131.51574 > 192.168.184.129.zebra: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.345756 IP 192.168.184.131.51574 > 192.168.184.129.afs3-fileserver: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.345760 IP 192.168.184.131.51574 > 192.168.184.129.19315: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.345761 IP 192.168.184.129.6100 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.345762 IP 192.168.184.129.1071 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.345817 IP 192.168.184.129.3659 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.345822 IP 192.168.184.129.10002 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.345823 IP 192.168.184.131.51574 > 192.168.184.129.3006: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.345824 IP 192.168.184.131.51574 > 192.168.184.129.printer: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.345856 IP 192.168.184.129.tproxy > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.345858 IP 192.168.184.129.zebra > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.345906 IP 192.168.184.131.51574 > 192.168.184.129.4445: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.345910 IP 192.168.184.129.afs3-fileserver > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.345911 IP 192.168.184.129.19315 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.345912 IP 192.168.184.129.3006 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.345958 IP 192.168.184.131.51574 > 192.168.184.129.1186: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.345962 IP 192.168.184.129.printer > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.345963 IP 192.168.184.129.4445 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.346001 IP 192.168.184.131.51574 > 192.168.184.129.89: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.346005 IP 192.168.184.129.1186 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.346030 IP 192.168.184.131.51574 > 192.168.184.129.8083: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.346033 IP 192.168.184.131.51574 > 192.168.184.129.ripd: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.346074 IP 192.168.184.129.89 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.346078 IP 192.168.184.129.8083 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.346079 IP 192.168.184.131.51574 > 192.168.184.129.3809: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.346080 IP 192.168.184.131.51574 > 192.168.184.129.10628: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.346129 IP 192.168.184.129.ripd > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.346133 IP 192.168.184.131.51574 > 192.168.184.129.2041: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.346134 IP 192.168.184.131.51574 > 192.168.184.129.1040: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.346206 IP 192.168.184.131.51574 > 192.168.184.129.1042: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.346213 IP 192.168.184.131.51574 > 192.168.184.129.58080: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.346214 IP 192.168.184.129.3809 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.346215 IP 192.168.184.129.10628 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.346264 IP 192.168.184.131.51574 > 192.168.184.129.1079: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.346268 IP 192.168.184.129.2041 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.346269 IP 192.168.184.131.51574 > 192.168.184.129.spamd: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.346270 IP 192.168.184.129.1040 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.346270 IP 192.168.184.129.1042 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.346310 IP 192.168.184.131.51574 > 192.168.184.129.7777: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.346314 IP 192.168.184.131.51574 > 192.168.184.129.3322: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.346315 IP 192.168.184.129.58080 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.346316 IP 192.168.184.129.1079 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.346317 IP 192.168.184.129.spamd > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.346371 IP 192.168.184.129.7777 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.346376 IP 192.168.184.129.3322 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.346376 IP 192.168.184.131.51574 > 192.168.184.129.1900: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.346377 IP 192.168.184.131.51574 > 192.168.184.129.7911: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.346418 IP 192.168.184.129.1900 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.346422 IP 192.168.184.129.7911 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.346423 IP 192.168.184.131.51574 > 192.168.184.129.gsigatekeeper: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.346424 IP 192.168.184.131.51574 > 192.168.184.129.5510: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.346519 IP 192.168.184.131.51574 > 192.168.184.129.1045: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.346526 IP 192.168.184.131.51574 > 192.168.184.129.57797: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.346528 IP 192.168.184.129.gsigatekeeper > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.346529 IP 192.168.184.129.5510 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.346566 IP 192.168.184.129.1045 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.346570 IP 192.168.184.129.57797 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.346571 IP 192.168.184.131.51574 > 192.168.184.129.24444: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.346617 IP 192.168.184.129.24444 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.346622 IP 192.168.184.131.51574 > 192.168.184.129.1036: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.346622 IP 192.168.184.131.51574 > 192.168.184.129.10778: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.346663 IP 192.168.184.129.1036 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.346667 IP 192.168.184.129.10778 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.346668 IP 192.168.184.131.51574 > 192.168.184.129.9943: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.346669 IP 192.168.184.131.51574 > 192.168.184.129.6059: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.346724 IP 192.168.184.129.9943 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.346729 IP 192.168.184.129.6059 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.346730 IP 192.168.184.131.51574 > 192.168.184.129.5414: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.346731 IP 192.168.184.131.51574 > 192.168.184.129.11111: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.346778 IP 192.168.184.129.5414 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.346783 IP 192.168.184.131.51574 > 192.168.184.129.tcpmux: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.346784 IP 192.168.184.129.11111 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.346785 IP 192.168.184.131.51574 > 192.168.184.129.9898: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.346829 IP 192.168.184.129.tcpmux > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.346834 IP 192.168.184.129.9898 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.346835 IP 192.168.184.131.51574 > 192.168.184.129.3905: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.346836 IP 192.168.184.131.51574 > 192.168.184.129.1126: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.346908 IP 192.168.184.131.51574 > 192.168.184.129.1984: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.346915 IP 192.168.184.131.51574 > 192.168.184.129.10215: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.346916 IP 192.168.184.129.3905 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.346918 IP 192.168.184.129.1126 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.346960 IP 192.168.184.129.1984 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.346964 IP 192.168.184.129.10215 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.346965 IP 192.168.184.131.51574 > 192.168.184.129.1272: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.347008 IP 192.168.184.129.1272 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.347013 IP 192.168.184.131.51574 > 192.168.184.129.x11-2: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.347014 IP 192.168.184.131.51574 > 192.168.184.129.1761: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.347065 IP 192.168.184.129.x11-2 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.347070 IP 192.168.184.131.51574 > 192.168.184.129.8086: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.347071 IP 192.168.184.131.51574 > 192.168.184.129.5810: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.347108 IP 192.168.184.129.1761 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.347137 IP 192.168.184.131.51574 > 192.168.184.129.42510: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.347140 IP 192.168.184.129.8086 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.347179 IP 192.168.184.129.5810 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.347183 IP 192.168.184.129.42510 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.349492 IP 192.168.184.131.51574 > 192.168.184.129.4998: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.349500 IP 192.168.184.131.51574 > 192.168.184.129.1805: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.349564 IP 192.168.184.131.51574 > 192.168.184.129.10566: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.349567 IP 192.168.184.131.51574 > 192.168.184.129.63331: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.349568 IP 192.168.184.131.51574 > 192.168.184.129.1974: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.349569 IP 192.168.184.131.51574 > 192.168.184.129.898: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.349569 IP 192.168.184.129.4998 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.349570 IP 192.168.184.129.1805 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.349630 IP 192.168.184.129.10566 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.349635 IP 192.168.184.129.63331 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.349635 IP 192.168.184.131.51574 > 192.168.184.129.3351: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.349636 IP 192.168.184.131.51574 > 192.168.184.129.9290: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.349686 IP 192.168.184.129.1974 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.349690 IP 192.168.184.129.898 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.349691 IP 192.168.184.131.51574 > 192.168.184.129.3001: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.349722 IP 192.168.184.129.3351 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.349725 IP 192.168.184.129.9290 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.349762 IP 192.168.184.131.51574 > 192.168.184.129.5633: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.349766 IP 192.168.184.129.3001 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.349791 IP 192.168.184.131.51574 > 192.168.184.129.1024: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.349794 IP 192.168.184.131.51574 > 192.168.184.129.webmin: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.349835 IP 192.168.184.129.5633 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.349839 IP 192.168.184.129.1024 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.349840 IP 192.168.184.131.51574 > 192.168.184.129.1494: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.349841 IP 192.168.184.131.51574 > 192.168.184.129.4279: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.349914 IP 192.168.184.131.51574 > 192.168.184.129.2191: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.349921 IP 192.168.184.131.51574 > 192.168.184.129.9535: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.349922 IP 192.168.184.129.webmin > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.349923 IP 192.168.184.129.1494 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.349924 IP 192.168.184.129.4279 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.349966 IP 192.168.184.129.2191 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.349970 IP 192.168.184.129.9535 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
19:05:59.349971 IP 192.168.184.131.51574 > 192.168.184.129.2725: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.349972 IP 192.168.184.131.51574 > 192.168.184.129.6565: Flags [S], seq 3464968686, win 1024, options [mss 1460], length 0
19:05:59.350045 IP 192.168.184.129.2725 > 192.168.184.131.51574: Flags [R.], seq 0, ack 3464968687, win 0, length 0
